system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,SCL,date,h_wrb4,latitude,longitude,profile_id,source_db,.geo
20240411T103619_20240411T104617_T31TCH_0000000000000000088f_0,3573,2266,485,727,1136,1521,2048,2358,2640,2775,5,2024-04-11,Cambic Umbrisols,42.80556573519436,1.738893242095287,2278,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TCH_0000000000000000086e_0,3438,3380,1440,1910,2416,2761,2802,2912,2922,3005,5,2024-04-11,Luvic Stagnosols,43.0930077715907,1.7359034787467902,2227,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TCH_00000000000000000854_0,3472,3043,1178,1830,2424,2675,2706,2843,2924,2840,5,2024-04-11,Mollic Umbrisols,43.23675734912461,1.7343973183347328,2192,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TCJ_00000000000000000833_0,3262,2674,884,1356,1636,2036,2397,2529,2676,2807,5,2024-04-11,Regosols (Colluvic),43.3805251082789,1.7328839686620165,2153,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TDH_00000000000000000859_0,3904,3537,1368,1872,2292,2595,2759,2903,3017,3067,5,2024-04-11,Calcaric Cambisols,43.23777831877379,2.7175602133262937,2197,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TDH_0000000000000000085a_0,3269,2906,810,1420,1702,2214,2793,3122,3123,3218,5,2024-04-11,Calcaric Cambisols,43.23690439987196,2.9141879930672423,2198,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TDH_0000000000000000085b_0,2435,1930,475,610,836,1755,2337,2580,2235,2481,5,2024-04-11,Calcaric Cambisols,43.23566998923507,3.1108089650892605,2199,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TDH_00000000000000000873_0,3265,2404,708,1308,1380,1778,2783,3071,3376,3189,5,2024-04-11,Calcaric Cambisols,43.094026894148875,2.7166120760122463,2232,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TDH_00000000000000000895_0,2629,2264,565,1096,1758,1969,2233,2281,2326,2260,5,2024-04-11,Calcaric Cambisols,42.80571523077259,2.9098926161750236,2284,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TDH_0000000000000000089e_0,2163,1772,706,868,988,1490,1920,2169,2024,2151,5,2024-04-11,Calcaric Cambisols,42.6620252526446,2.9084752236407057,2304,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TDH_00000000000000000894_0,3652,3216,948,1510,1956,2155,2376,2483,2590,2569,5,2024-04-11,Eutric Cambisols,42.80658280776676,2.714730808908014,2283,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TDH_0000000000000000089a_0,2480,1665,401,507,694,971,1256,1458,1614,1839,5,2024-04-11,Mollic Umbrisols,42.66334998625166,2.1297418230729743,2300,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TDH_00000000000000000875_0,3422,3471,1500,2134,2522,2686,2647,2698,2708,2635,5,2024-04-11,Stagnic Gleysols,43.091924316673435,3.108878696679787,2234,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TDH_000000000000000008a5_0,2759,1935,804,964,1122,1395,2199,2328,2450,2623,5,2024-04-11,Umbric Leptosols,42.519119760672595,1.9360532817480374,2313,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TDJ_00000000000000000839_0,3490,3192,952,1162,1898,2047,2326,2335,2530,2300,5,2024-04-11,Calcaric Cambisols,43.38067200264482,2.915635021626933,2159,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TDJ_000000000000000007e6_0,2640,1740,469,590,844,1155,1506,1736,2080,2165,5,2024-04-11,Dystric Cambisols,43.66914036548718,2.7204360828487646,2067,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TDJ_00000000000000000835_0,3339,2656,885,1148,1476,1825,2261,2465,2665,2723,5,2024-04-11,Eutric Cambisols,43.382016692062045,2.1271323662078934,2155,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TEH_0000000000000000085b_0,2402,1922,624,738,914,1743,2323,2557,2254,2477,5,2024-04-11,Calcaric Cambisols,43.23566998923507,3.1108089650892605,2199,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TEH_00000000000000000875_0,3311,3407,1446,1984,2320,2492,2471,2523,2530,2484,5,2024-04-11,Stagnic Gleysols,43.091924316673435,3.108878696679787,2234,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TEJ_0000000000000000008e_0,2418,2276,916,1120,1242,1443,1879,2129,2018,2270,5,2024-04-11,Calcaric Cambisols,43.82267482299646,4.27074147658991,SIM8588,HWSDv2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TEJ_00000000000000000066_0,3132,2423,1062,1436,1720,2188,3021,3232,3332,3402,5,2024-04-11,Chromic Cambisols,43.438877638553414,3.7161008590451607,SIM29157,HWSDv2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TEJ_000000000000000007ec_0,2410,2092,1078,1382,1694,1497,2280,2385,3094,2533,5,2024-04-11,Calcaric Cambisols,43.65841424428006,3.9089655718013168,2073,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TEJ_00000000000000000814_0,3219,2906,996,1294,1638,1855,2026,2191,2331,2396,5,2024-04-11,Calcaric Cambisols,43.5173242466422,3.707460304517194,2118,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TEJ_000000000000000007ee_0,3920,3407,950,1436,1976,2247,2527,2685,2806,2780,5,2024-04-11,Chromic Luvisols,43.651940920186576,4.305007084751487,2075,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TEJ_0000000000000000083c_0,3106,2572,580,929,1048,1829,2536,2889,3284,3034,5,2024-04-11,Regosols (Colluvic),43.375877056455096,3.506947570061407,2162,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TEJ_000000000000000007c3_0,3003,2763,906,1170,1232,1903,2558,2710,2827,2845,5,2024-04-11,Rendzic Leptosols,43.79571428157454,4.309977101992488,2029,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TEJ_000000000000000007eb_0,3302,2416,745,1218,1454,1939,2490,2698,2902,2872,5,2024-04-11,Rendzic Leptosols,43.66110719495738,3.710912738409119,2072,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TEJ_0000000000000000073d_0,1923,1299,539,666,748,912,1550,1681,1787,1829,5,2024-04-11,Umbric Leptosols,44.236384648730166,3.724898137012582,1887,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TEK_00000000000000000713_0,2816,1830,673,812,1042,1344,1841,2133,2436,2568,5,2024-04-11,Cambic Umbrisols,44.380236596467086,3.7284402091933444,1844,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TEK_0000000000000000073c_0,3442,2377,809,1048,1214,1598,2162,2450,2646,2725,5,2024-04-11,Rendzic Leptosols,44.23874168929613,3.5248106592311035,1886,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TEK_000000000000000006ed_0,2317,1529,331,552,634,1021,1531,1674,1858,1952,5,2024-04-11,Umbric Leptosols,44.518256756564014,4.1341622167647065,1804,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TEK_0000000000000000073d_0,1939,1303,484,637,736,896,1556,1685,1800,1835,5,2024-04-11,Umbric Leptosols,44.236384648730166,3.724898137012582,1887,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TFJ_0000000000000000008e_0,2414,2270,949,1138,1248,1446,1885,2133,2020,2273,5,2024-04-11,Calcaric Cambisols,43.82267482299646,4.27074147658991,SIM8588,HWSDv2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TFJ_00000000000000000746_0,2861,2279,888,1220,1438,1667,2023,2132,2292,2296,5,2024-04-11,Calcaric Cambisols,44.19870862994588,5.524554734109808,1896,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TFJ_00000000000000000770_0,3496,2820,914,1230,1516,2153,2773,2895,3016,3188,5,2024-04-11,Calcaric Cambisols,44.06587227044803,5.117781325738767,1940,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TFJ_000000000000000007ee_0,3915,3402,982,1454,1980,2247,2528,2685,2808,2781,5,2024-04-11,Chromic Luvisols,43.651940920186576,4.305007084751487,2075,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TFJ_0000000000000000083e_0,2751,2061,860,1146,1198,1579,2270,2474,2744,2673,5,2024-04-11,Dolomitic Cambisols,43.34723710496175,5.082946091575694,2167,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TFJ_00000000000000000745_0,2196,1485,818,1106,1232,1266,1907,2071,2600,2229,5,2024-04-11,Regosols (Colluvic),44.204357473523174,5.324724511573212,1895,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TFJ_000000000000000007c3_0,2998,2756,941,1188,1238,1906,2557,2711,2824,2843,5,2024-04-11,Rendzic Leptosols,43.79571428157454,4.309977101992488,2029,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TFJ_000000000000000007ef_0,2191,1713,930,1286,1380,1510,2052,2341,2664,2411,5,2024-04-11,Stagnic Gleysols,43.648160473946334,4.502992729317397,2076,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TFK_000000000000000006a8_0,1960,1457,368,542,612,967,1292,1476,1442,1619,5,2024-04-11,Calcaric Cambisols,44.77948566253333,5.355434366398421,1725,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TFK_000000000000000006ce_0,2136,1553,494,741,751,1066,1557,1769,1996,1949,5,2024-04-11,Calcaric Cambisols,44.63568913989154,5.347697430368574,1768,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240411T103619_20240411T104617_T31TFK_00000000000000000746_0,2891,2293,886,1246,1474,1706,2063,2168,2330,2324,5,2024-04-11,Calcaric Cambisols,44.19870862994588,5.524554734109808,1896,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
