system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,SCL,date,h_wrb4,latitude,longitude,profile_id,source_db,.geo
20240811T103031_20240811T103029_T31TEJ_0000000000000000008e_0,3373,2745,1140,1420,1650,1937,2209,2456,2168,2557,5,2024-08-11,Calcaric Cambisols,43.82267482299646,4.27074147658991,SIM8588,HWSDv2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TEJ_000000000000000007ee_0,3793,2985,872,1404,1764,2267,3090,3374,3252,3464,5,2024-08-11,Chromic Luvisols,43.651940920186576,4.305007084751487,2075,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TEJ_00000000000000000797_0,3531,2461,803,1078,1478,1681,2273,2629,2536,2903,5,2024-08-11,Haplic Luvisols,43.93950182631036,4.314972449656151,1983,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TEJ_000000000000000007c3_0,3365,2765,1236,1676,1852,2175,2692,2789,3012,2998,5,2024-08-11,Rendzic Leptosols,43.79571428157454,4.309977101992488,2029,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_0000000000000000008e_0,3397,2753,1156,1436,1672,1958,2214,2459,2150,2563,5,2024-08-11,Calcaric Cambisols,43.82267482299646,4.27074147658991,SIM8588,HWSDv2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_00000000000000000746_0,3150,2222,800,1176,1484,1975,2365,2576,2634,2789,5,2024-08-11,Calcaric Cambisols,44.19870862994588,5.524554734109808,1896,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_00000000000000000770_0,3698,2642,946,1444,1648,2383,3255,3657,3580,3936,5,2024-08-11,Calcaric Cambisols,44.06587227044803,5.117781325738767,1940,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_000000000000000007c6_0,4192,2927,755,1124,1576,2126,2671,3102,2851,3469,5,2024-08-11,Calcaric Cambisols,43.783254342179475,4.905346990334603,2032,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_000000000000000007f2_0,3609,2563,958,1266,1614,2220,2495,2863,2818,3116,5,2024-08-11,Calcaric Cambisols,43.629418273765886,5.294634825434948,2080,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_000000000000000007f3_0,2981,2348,1214,1448,1700,2051,2071,2147,2126,2285,5,2024-08-11,Calcaric Cambisols,43.623827958036856,5.49245737035106,2081,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_0000000000000000081b_0,3599,2474,746,1136,1476,1969,2493,2712,2702,3101,5,2024-08-11,Calcaric Cambisols,43.48014297640312,5.484533256207875,2127,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_000000000000000008e5_0,2981,2348,1214,1448,1700,2051,2071,2147,2126,2285,5,2024-08-11,Calcaric Cambisols,43.623827958036856,5.49245737035106,12081,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_000000000000000007ee_0,3812,2996,872,1424,1788,2297,3127,3412,3279,3493,5,2024-08-11,Chromic Luvisols,43.651940920186576,4.305007084751487,2075,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_0000000000000000083e_0,3351,2442,932,1344,1534,1920,2398,2557,2612,2808,5,2024-08-11,Dolomitic Cambisols,43.34723710496175,5.082946091575694,2167,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_0000000000000000076e_0,3887,2664,655,892,1256,2030,2330,2598,2452,2993,5,2024-08-11,Eutric Fluvisols,44.075319038047944,4.7189493610902415,1938,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_000000000000000007c5_0,2920,2103,856,1176,1248,1807,2454,2724,2674,2880,5,2024-08-11,Eutric Fluvisols,43.78777090047127,4.706920151632265,2031,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_00000000000000000797_0,3548,2468,802,1080,1488,1689,2272,2636,2531,2910,5,2024-08-11,Haplic Luvisols,43.93950182631036,4.314972449656151,1983,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_00000000000000000745_0,2480,1569,904,1206,1482,1518,2264,2534,2674,2784,5,2024-08-11,Regosols (Colluvic),44.204357473523174,5.324724511573212,1895,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_000000000000000007c7_0,3804,2707,1542,1842,2106,2460,2876,3083,3260,3424,5,2024-08-11,Regosols (Colluvic),43.778374794235376,5.103741429705629,2033,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_0000000000000000083f_0,3422,2864,1174,1626,2248,2296,2712,2944,2888,3143,5,2024-08-11,Regosols (Colluvic),43.336474044985785,5.47664933376352,2169,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_0000000000000000079c_0,3885,2481,1102,1472,2028,2289,2512,2791,3078,3120,5,2024-08-11,Rendzic Leptosols,43.91686054583768,5.309604619382001,1988,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_000000000000000007c3_0,3400,2789,1256,1708,1882,2213,2731,2825,3045,3038,5,2024-08-11,Rendzic Leptosols,43.79571428157454,4.309977101992488,2029,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_000000000000000007c9_0,3814,2941,1144,1710,2072,2463,3011,3290,3336,3548,5,2024-08-11,Rendzic Leptosols,43.767527790949615,5.500421095043882,2035,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFJ_000000000000000007ef_0,2435,1624,866,1166,1216,1578,2238,2493,2354,2741,5,2024-08-11,Stagnic Gleysols,43.648160473946334,4.502992729317397,2076,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240811T103031_20240811T103029_T31TFK_0000000000000000071b_0,4056,2627,1006,1470,1998,2738,3357,3620,3708,4021,5,2024-08-11,Calcaric Cambisols,44.34812390350216,5.332342668774621,1852,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
