system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,SCL,date,h_wrb4,latitude,longitude,profile_id,source_db,.geo
20181013T105029_20181013T105334_T30TYN_0000000000000000084e_0,3324,2141,575,790,1118,1386,1697,1955,2128,2326,5,2018-10-13,Eutric Cambisols,43.223663957343106,0.5548682836284,2186,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T30TYP_00000000000000000046_0,2979,2255,796,1186,1322,1643,2293,2538,2634,2714,5,2018-10-13,Gleyic Cambisols,43.74950007383431,0.1370914792787227,SIM91955,HWSDv2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T30TYP_0000000000000000075a_0,3525,2609,981,1246,1616,2023,2258,2602,2822,2947,5,2018-10-13,Calcaric Cambisols,44.08630866803374,0.5277088899999789,1917,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T30TYP_000000000000000007b2_0,3602,2778,1028,1322,1590,1956,2100,2312,2478,2501,5,2018-10-13,Calcaric Cambisols,43.801814078706926,0.7353863730644742,2011,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T30TYP_000000000000000007dd_0,3007,2434,791,1238,1570,1754,1992,2107,2059,2225,5,2018-10-13,Calcaric Cambisols,43.65802295237102,0.7394234284125767,2057,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T30TYP_00000000000000000806_0,3018,2552,756,1124,1416,1699,1839,1976,2046,2019,5,2018-10-13,Calcaric Cambisols,43.51424709370381,0.7434401003762473,2103,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T30TYP_00000000000000000785_0,2137,1711,601,786,1017,1080,1317,1524,1522,1637,5,2018-10-13,Eutric Cambisols,43.94249816918925,0.532293379126103,1964,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T30TYP_000000000000000007b0_0,2618,1705,556,782,886,1268,1784,2122,2166,2326,5,2018-10-13,Eutric Cambisols,43.79522514265497,0.3383439567382782,2009,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T30TYP_000000000000000007b1_0,2636,2166,647,1108,1354,1517,1590,1738,1674,1736,5,2018-10-13,Eutric Cambisols,43.79870099823677,0.5368540129522552,2010,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T30TYP_000000000000000007dc_0,2615,1873,659,1011,1256,1405,1670,1879,1818,2123,5,2018-10-13,Eutric Cambisols,43.654918009678816,0.5413905996353507,2056,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T30TYP_0000000000000000084e_0,3322,2139,565,781,1112,1384,1695,1953,2104,2324,5,2018-10-13,Eutric Cambisols,43.223663957343106,0.5548682836284,2186,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T30TYP_00000000000000000829_0,2095,1614,434,606,810,924,1058,1164,1257,1335,5,2018-10-13,Umbrisols (Vermic),43.351443741376464,-0.23751301804574487,2143,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T30UYV_0000000000000000019c_0,2906,2722,584,907,1298,1598,1683,1850,1760,1974,5,2018-10-13,Eutric Cambisols,48.9890140623296,1.2304298587690576,328,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T30UYV_000000000000000001cd_0,2810,2548,747,950,1172,1708,1719,1945,1708,2033,5,2018-10-13,Eutric Cambisols,48.843018131050385,1.0156540889892636,385,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T30UYV_0000000000000000010a_0,4052,3521,1136,1664,2040,2529,2896,3112,3178,3291,5,2018-10-13,Luvic Cambisols,49.56393970113884,1.217982875699953,155,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T31TCH_00000000000000000852_0,2433,1811,802,1260,1554,1294,1603,1804,2195,1999,5,2018-10-13,Calcaric Cambisols,43.233830788422544,1.3411659095380064,2190,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T31TCH_0000000000000000084e_0,3254,2070,481,723,988,1376,1726,2002,2194,2358,5,2018-10-13,Eutric Cambisols,43.223663957343106,0.5548682836284,2186,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T31TCH_0000000000000000086d_0,2983,2568,689,1174,1616,1741,1856,1994,2089,2138,5,2018-10-13,Eutric Cambisols,43.09172709977716,1.5397731446021294,2226,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T31TCH_0000000000000000086e_0,3493,2756,1042,1500,1816,2145,2643,2902,3033,3206,5,2018-10-13,Luvic Stagnosols,43.0930077715907,1.7359034787467902,2227,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T31TCH_00000000000000000854_0,3102,2744,1166,1678,2088,2243,2278,2394,2502,2431,5,2018-10-13,Mollic Umbrisols,43.23675734912461,1.7343973183347328,2192,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T31TCH_000000000000000008a4_0,1489,1123,216,473,427,759,923,1206,1017,1292,5,2018-10-13,Umbric Leptosols,42.51820667576352,1.7418542867889344,2312,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013T105029_20181013T105334_T31TCJ_00000000000000000083_0,2550,1894,1078,1362,1632,1460,2231,2312,2619,2655,5,2018-10-13,Calcaric Cambisols,43.78608327784773,1.3843490695106873,SIM27892,HWSDv2,"{""type"":""MultiPoint"",""coordinates"":[]}"
