system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,SCL,date,h_wrb4,latitude,longitude,profile_id,source_db,.geo
20180811T104019_20180811T104017_T31TEN_00000000000000000416_0,3329,2950,1562,1742,2036,2584,3041,3394,2666,3609,5,2018-08-11,Calcaric Cambisols,47.24863075794484,4.437286060360243,1009,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180811T104019_20180811T104017_T31TEN_0000000000000000038a_0,3096,2510,947,1250,1722,2152,2268,2526,2262,2754,5,2018-08-11,Eutric Cambisols,47.69010033133988,3.81520383273741,858,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180811T104019_20180811T104017_T31TEN_000000000000000003e4_0,4747,3889,1610,2042,2802,3043,3258,3488,3714,3751,5,2018-08-11,Eutric Cambisols,47.40865578006737,3.171315212024671,958,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180811T104019_20180811T104017_T31TEN_000000000000000003e5_0,4253,3192,1338,1810,2404,2754,3019,3261,3438,3424,5,2018-08-11,Eutric Cambisols,47.40693357261238,3.3833017951649333,959,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180811T104019_20180811T104017_T31TEN_000000000000000003e6_0,4327,3526,1186,1672,2346,2658,2778,3019,3182,3232,5,2018-08-11,Eutric Cambisols,47.404823861309914,3.5952738799570167,960,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180811T104019_20180811T104017_T31TEN_000000000000000003e9_0,3291,2786,690,963,1418,2188,2938,3310,2178,3577,5,2018-08-11,Eutric Planosols,47.396165510804614,4.231068927241189,963,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180811T104019_20180811T104017_T31TEN_00000000000000000358_0,2893,1663,1316,1422,1268,1872,3748,4597,4788,4941,5,2018-08-11,Luvic Stagnosols,47.83649278861352,3.6055433677437523,805,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180811T104019_20180811T104017_T31TEN_000000000000000003bb_0,4637,3527,2264,2762,3100,3492,3809,4115,4372,4256,5,2018-08-11,Luvic Stagnosols,47.54004028028161,4.236190387376669,912,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180811T104019_20180811T104017_T31TEN_00000000000000000359_0,4203,2979,932,1228,1544,2044,2424,2720,2832,3132,5,2018-08-11,Rendzic Leptosols,47.83397449347843,3.819224578897194,806,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180811T104019_20180811T104017_T31TFN_00000000000000000416_0,3329,2948,1538,1748,2050,2597,3048,3399,2668,3611,5,2018-08-11,Calcaric Cambisols,47.24863075794484,4.437286060360243,1009,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180811T104019_20180811T104017_T31TFN_00000000000000000417_0,5101,3742,1314,1788,2460,2680,2790,3118,3408,3449,5,2018-08-11,Eutric Cambisols,47.244591679400706,4.648566002621291,1010,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180811T104019_20180811T104017_T31TFN_00000000000000000361_0,2923,2100,824,1162,1608,1845,1984,2228,2212,2330,5,2018-08-11,Eutric Stagnosols,47.799756393989746,5.527617818852358,814,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180811T104019_20180811T104017_T31TFN_0000000000000000038e_0,4136,3345,1362,1578,1580,1816,2139,2430,2384,2715,5,2018-08-11,Fluvic Cambisols,47.67615480944893,4.66736379080017,862,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
