system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,SCL,date,h_wrb4,latitude,longitude,profile_id,source_db,.geo
20180117T102339_20180117T102341_T31TGJ_00000000000000000821_0,2801,2247,529,900,1367,1589,1820,1938,2193,2113,5,2018-01-17,Eutric Fluvisols,43.439121567783666,6.6675690269138865,2133,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180117T102339_20180117T102341_T32TLP_0000000000000000077b_0,1952,1553,898,1239,1503,1139,1679,1628,2469,1777,5,2018-01-17,Calcaric Cambisols,43.97860087216579,7.507048128172519,1952,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180117T102339_20180117T102341_T32TLP_00000000000000000821_0,2734,2166,616,888,1289,1479,1819,1954,2178,2110,5,2018-01-17,Eutric Fluvisols,43.439121567783666,6.6675690269138865,2133,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180117T102339_20180117T102341_T32TLP_000000000000000007d0_0,2038,1551,396,517,648,960,1303,1527,1639,1720,5,2018-01-17,Rendzic Leptosols,43.709648048887615,7.0853222277099634,2043,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180117T111401_20180117T111403_T30TWT_000000000000000003f9_0,2210,1512,382,698,833,1266,1523,1689,1989,1999,5,2018-01-17,Stagnic Gleysols,47.19742681452983,-1.6906763795181967,980,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180117T111401_20180117T111403_T30TXS_0000000000000000049e_0,2294,1521,448,676,716,1226,1874,2083,2281,2244,5,2018-01-17,Eutric Cambisols,46.642567385032066,-1.0216466052080921,1157,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180117T111401_20180117T111403_T30TXS_0000000000000000044d_0,2018,1283,552,869,914,1294,1927,2128,2380,2217,5,2018-01-17,Eutric Stagnosols,46.91706583511698,-1.4593579521044344,1070,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180117T111401_20180117T111403_T30TXS_000000000000000004c4_0,1795,1260,388,505,857,981,1029,1160,1338,1287,5,2018-01-17,Rendzic Leptosols,46.49874732915589,-1.0127412452653954,1197,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180117T111401_20180117T111403_T30TXT_0000000000000000044d_0,2023,1288,555,869,913,1303,1937,2136,2374,2216,5,2018-01-17,Eutric Stagnosols,46.91706583511698,-1.4593579521044344,1070,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180117T111401_20180117T111403_T30TXT_000000000000000003fb_0,2268,1556,619,1009,1106,1587,2155,2310,2610,2531,5,2018-01-17,Luvic Stagnosols,47.211397906657915,-1.2687716634863067,982,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180117T111401_20180117T111403_T30TXT_00000000000000000345_0,2317,1530,628,889,991,1431,2134,2311,2563,2470,5,2018-01-17,Umbric Leptosols,47.810009864546274,-0.45437452705414894,786,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180117T111401_20180117T111403_T30UVU_000000000000000002cf_0,2095,1347,213,449,619,953,1416,1531,1761,1888,5,2018-01-17,Eutric Cambisols,48.007744836483845,-3.0414057444816245,662,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180117T111401_20180117T111403_T30UWA_000000000000000000ea_0,4492,3989,1226,1761,1987,2582,3169,3756,2427,3713,5,2018-01-17,Eutric Cambisols,49.646757521363,-1.6623357828322232,118,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180117T111401_20180117T111403_T30UXA_000000000000000000eb_0,3768,3208,1799,2187,2045,2846,4756,5438,5662,5944,5,2018-01-17,Eutric Cambisols,49.65386412777722,-1.4412971450100913,119,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180117T111401_20180117T111403_T30UXU_00000000000000000345_0,2220,1467,608,868,964,1384,2055,2220,2462,2374,5,2018-01-17,Umbric Leptosols,47.810009864546274,-0.45437452705414894,786,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
