system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,SCL,date,h_wrb4,latitude,longitude,profile_id,source_db,.geo
20180426T105029_20180426T105202_T31TCJ_00000000000000000083_0,2568,1931,844,1324,1656,1646,2868,3115,3248,3127,5,2018-04-26,Calcaric Cambisols,43.78608327784773,1.3843490695106873,SIM27892,HWSDv2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TCJ_0000000000000000075a_0,2835,2309,1000,1523,1762,2052,2258,2405,2466,2461,5,2018-04-26,Calcaric Cambisols,44.08630866803374,0.5277088899999789,1917,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TCJ_0000000000000000075b_0,3573,3473,1690,2175,2673,2873,3032,3179,3372,3297,5,2018-04-26,Mollic Umbrisols,44.08943792205592,0.7272481499870546,1918,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TCJ_000000000000000007df_0,2394,1941,1111,1538,1730,1919,2410,2713,2783,2749,5,2018-04-26,Regosols (Colluvic),43.663145610161905,1.1355461494338939,2059,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TCK_000000000000000006ba_0,3416,2268,1721,1889,1736,2300,3760,4207,4675,4491,5,2018-04-26,Eutric Cambisols,44.67005024672908,1.1139592342056037,1747,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TCK_00000000000000000705_0,3135,2518,1358,1803,2025,2255,2788,3090,3684,3191,5,2018-04-26,Eutric Cambisols,44.37989169422893,0.9196071815825417,1830,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TCK_00000000000000000001_0,2946,2391,627,1076,1235,1895,2417,2672,2786,2912,5,2018-04-26,Dystric Gleysols,44.98055556,1.7166666699999997,66214,"{WD-eSOTER,WD-WISE}","{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TCL_0000000000000000006d_0,2224,1602,635,1010,1140,1483,2281,2572,2671,2622,5,2018-04-26,Dystric Cambisols,45.88556111979459,0.7843482631787697,SIM11541,HWSDv2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TCL_00000000000000000589_0,2926,2565,1221,1182,1165,2125,3324,3769,3150,4079,5,2018-04-26,Eutric Cambisols,45.82650964915315,1.7059567688195714,1418,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TDH_00000000000000000859_0,4178,3875,1990,2601,2866,3153,3286,3363,3726,3440,5,2018-04-26,Calcaric Cambisols,43.23777831877379,2.7175602133262937,2197,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TDH_00000000000000000870_0,3684,2649,1520,1899,1885,2570,3758,4309,4521,4640,5,2018-04-26,Calcaric Cambisols,43.094492232872064,2.1281842266731097,2229,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TDH_00000000000000000890_0,2578,1839,1526,1512,1418,1795,2551,2770,3064,3064,5,2018-04-26,Calcaric Cambisols,42.80648281642259,1.9340560677272565,2279,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TDJ_00000000000000000835_0,3227,2482,799,1015,1275,1621,2157,2343,2478,2546,5,2018-04-26,Eutric Cambisols,43.382016692062045,2.1271323662078934,2155,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TDJ_00000000000000000834_0,2830,2013,1302,1508,1389,2114,3477,4045,4328,4184,5,2018-04-26,Regosols (Colluvic),43.38145144609924,1.9300054714673698,2154,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TDJ_000000000000000007b8_0,2737,2336,729,943,1266,1460,1594,1736,1834,1905,5,2018-04-26,Rendzic Leptosols,43.81343217854103,2.1255375569197064,2018,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TDK_00000000000000000670_0,2807,2108,783,1056,1293,1651,2316,2540,2500,2865,5,2018-04-26,Eutric Cambisols,44.96387285946206,1.9184432298622298,1666,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TDL_00000000000000000568_0,2924,2055,1286,1525,1267,2105,4211,5107,5159,5344,5,2018-04-26,Mollic Umbrisols,45.97152758009964,2.7365271898962087,1382,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TDM_00000000000000000485_0,3682,2668,806,1100,1458,1810,2071,2351,2551,2649,5,2018-04-26,Eutric Cambisols,46.83571406015219,2.1136631169214275,1131,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TDM_00000000000000000568_0,2922,2046,1233,1502,1264,2096,4188,5084,5165,5326,5,2018-04-26,Mollic Umbrisols,45.97152758009964,2.7365271898962087,1382,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TDN_0000000000000000045e_0,2648,2143,1055,1328,1610,1821,2292,2740,2540,2732,5,2018-04-26,Calcaric Cambisols,46.979654960882996,2.113066139748655,1087,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426T105029_20180426T105202_T31TDN_0000000000000000045d_0,2499,2408,1443,2304,2319,2541,4141,5077,4490,5383,5,2018-04-26,Eutric Cambisols,46.979051454062336,1.902754999581808,1086,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
