system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,SCL,date,h_wrb4,latitude,longitude,profile_id,source_db,.geo
20211223T104349_20211223T104345_T31TCJ_000000000000000007e1_0,2249,1566,587,967,1210,1585,1788,1968,1808,2043,5,2021-12-23,Calcaric Cambisols,43.66811185509377,1.7298359782939583,2062,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211223T104349_20211223T104345_T31TCJ_0000000000000000080b_0,2291,1977,957,1182,1380,1557,1552,1715,1570,1684,5,2021-12-23,Calcaric Cambisols,43.524309926758626,1.7313633815716516,2108,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211223T104349_20211223T104345_T31TDJ_0000000000000000078c_0,2383,1857,463,651,943,1563,1747,1913,1762,2146,5,2021-12-23,Calcaric Cambisols,43.9572674411978,2.1250002129640184,1972,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211223T104349_20211223T104345_T31TDJ_0000000000000000078b_0,3284,2200,708,1054,1350,1837,2308,2527,2761,2849,5,2021-12-23,Eutric Cambisols,43.95669683331813,1.9258768685870264,1971,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211223T104349_20211223T104345_T31TDJ_0000000000000000080c_0,2904,1921,427,641,841,1307,1831,2024,2262,2483,5,2021-12-23,Haplic Luvisols,43.52580553458276,2.1266028762483478,2110,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211223T104349_20211223T104345_T31TDJ_000000000000000007b9_0,2564,1849,462,816,1144,1532,1967,2185,1946,2175,5,2021-12-23,Luvic Cambisols,43.813637782487255,2.324160020455109,2019,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211223T104349_20211223T104345_T31TDJ_000000000000000007e2_0,2746,1921,638,878,1226,1538,1927,2188,2112,2435,5,2021-12-23,Luvic Cambisols,43.669042809087784,1.9279512878727754,2063,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211223T104349_20211223T104345_T31TDK_00000000000000000034_0,3167,2413,1154,1378,1292,2003,3350,3867,3948,4229,5,2021-12-23,Dystric Cambisols,44.345018992996366,2.517332878129126,SIM72752,HWSDv2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211223T104349_20211223T104345_T31TDK_00000000000000000060_0,2208,1388,470,800,974,1385,2002,2207,2670,2496,5,2021-12-23,Dystric Cambisols,44.45520625129903,2.263277884416782,SIM44470,HWSDv2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211223T104349_20211223T104345_T31TDK_0000000000000000064c_0,2630,1571,379,612,916,1239,1635,1920,2292,2243,5,2021-12-23,Regosols (Colluvic),45.1084273146216,2.5270939178683403,1628,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211223T104349_20211223T104345_T31TDK_000000000000000006c3_0,1040,672,1304,1484,1528,1751,1997,2059,2366,2242,5,2021-12-23,Vitric Andosols,44.67525826100429,2.928986838947754,1756,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211223T104349_20211223T104345_T31TDL_000000000000000005fe_0,2459,1514,916,1196,1278,1822,2953,3309,3620,3730,5,2021-12-23,Eutric Cambisols,45.39575379373095,2.7323767455797547,1546,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211223T104349_20211223T104345_T31TDL_000000000000000005d7_0,1774,1340,4124,4196,4000,3176,3462,3245,4372,3230,5,2021-12-23,Regosols (Colluvic),45.538779056202344,2.9382322952196582,1505,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
