system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,SCL,date,h_wrb4,latitude,longitude,profile_id,source_db,.geo
20211026T103131_20211026T103127_T31TFJ_00000000000000000746_0,2536,1887,713,1034,1254,1529,1850,1925,2060,2107,5,2021-10-26,Calcaric Cambisols,44.19870862994588,5.524554734109808,1896,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TFK_0000000000000000071b_0,2432,1817,443,763,946,1180,1469,1573,1702,1777,5,2021-10-26,Calcaric Cambisols,44.34812390350216,5.332342668774621,1852,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TFK_00000000000000000746_0,2527,1879,688,1023,1250,1521,1840,1915,2050,2097,5,2021-10-26,Calcaric Cambisols,44.19870862994588,5.524554734109808,1896,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TFK_000000000000000006a6_0,3174,2569,1390,1794,2050,2457,2824,2874,2850,3043,5,2021-10-26,Eutric Cambisols,44.78979517030629,4.951555973398702,1723,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TFK_00000000000000000658_0,4404,3824,1272,1988,2636,2975,3144,3218,3404,3485,5,2021-10-26,Mollic Umbrisols,45.0774671586796,4.965067689507808,1640,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TFL_00000000000000000599_0,4428,3302,1288,1894,2084,2696,3295,3572,3752,4003,5,2021-10-26,Calcaric Cambisols,45.791685456732246,5.205115858370576,1435,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TFL_0000000000000000060a_0,2406,1904,817,1184,1252,1743,2790,2987,2856,3087,5,2021-10-26,Chromic Cambisols,45.36014152926371,5.182771455285953,1558,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TFL_0000000000000000060c_0,1556,1262,497,678,766,1009,1366,1617,1526,1689,5,2021-10-26,Chromic Cambisols,45.348974989864736,5.59075852236478,1560,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TFL_000000000000000005bc_0,2680,1874,1164,1364,1286,1950,2938,3222,3208,3475,5,2021-10-26,Eutric Cambisols,45.64783438965092,5.197628673307313,1475,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TFL_00000000000000000609_0,3817,3177,1088,1560,2188,2572,2697,2810,2884,3066,5,2021-10-26,Eutric Cambisols,45.36516439013031,4.97871851610353,1557,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TFL_00000000000000000658_0,4417,3837,1242,1960,2604,2965,3138,3214,3376,3485,5,2021-10-26,Mollic Umbrisols,45.0774671586796,4.965067689507808,1640,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGJ_00000000000000000746_0,2551,1898,725,1048,1268,1538,1861,1938,2084,2119,5,2021-10-26,Calcaric Cambisols,44.19870862994588,5.524554734109808,1896,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGJ_00000000000000000749_0,2500,1955,763,1214,1412,1845,1969,2094,2050,2260,5,2021-10-26,Calcaric Cambisols,44.1795685359115,6.123789352960767,1899,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGJ_0000000000000000074b_0,4324,2773,811,1186,1604,2359,3346,3695,3684,4108,5,2021-10-26,Rendzic Leptosols,44.164981884865455,6.523039684494921,1901,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGK_00000000000000000080_0,2328,2126,773,1158,1488,1726,1813,1857,1795,1948,5,2021-10-26,Dystric Cambisols,44.68501216938659,6.4264312451735615,SIM61727,HWSDv2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGK_0000000000000000065e_0,1806,1321,497,661,799,936,1087,1206,1252,1308,5,2021-10-26,Calcaric Cambisols,45.04191596541397,6.182443537171925,1646,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGK_00000000000000000746_0,2559,1901,705,1040,1266,1540,1866,1944,2076,2126,5,2021-10-26,Calcaric Cambisols,44.19870862994588,5.524554734109808,1896,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGK_00000000000000000749_0,2500,1951,738,1210,1404,1842,1961,2083,2043,2253,5,2021-10-26,Calcaric Cambisols,44.1795685359115,6.123789352960767,1899,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGK_0000000000000000065f_0,3608,2493,754,1056,1494,1774,1971,2139,2401,2564,5,2021-10-26,Regosols (Colluvic),45.034692980403065,6.385176974725541,1647,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGK_00000000000000000660_0,2298,1554,463,765,833,1361,2078,2402,2566,2438,5,2021-10-26,Regosols (Colluvic),45.0270991540673,6.587856400403048,1648,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGK_000000000000000006ac_0,2439,1747,276,604,684,1282,1841,1988,2061,2294,5,2021-10-26,Regosols (Colluvic),44.73969282046225,6.566028918699133,1731,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGK_000000000000000006f9_0,3044,2700,1660,2002,2364,2433,2589,2733,2874,2767,5,2021-10-26,Regosols (Colluvic),44.45231775185776,6.544423617871188,1816,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGK_0000000000000000074b_0,4376,2805,776,1174,1610,2382,3387,3753,3708,4165,5,2021-10-26,Rendzic Leptosols,44.164981884865455,6.523039684494921,1901,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGL_0000000000000000065e_0,1766,1294,481,644,777,912,1053,1171,1214,1276,5,2021-10-26,Calcaric Cambisols,45.04191596541397,6.182443537171925,1646,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGL_0000000000000000060c_0,1557,1263,531,697,776,1017,1375,1623,1528,1690,5,2021-10-26,Chromic Cambisols,45.348974989864736,5.59075852236478,1560,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGL_000000000000000005ea_0,2786,2175,1200,1362,1510,1813,1938,2092,2192,2411,5,2021-10-26,Eutric Cambisols,45.4502257407931,6.825223399411011,1524,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGL_00000000000000000639_0,1067,868,487,685,750,731,763,815,930,900,5,2021-10-26,Eutric Cambisols,45.162826162592225,6.802000362510729,1608,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211026T103131_20211026T103127_T31TGL_0000000000000000065f_0,3565,2469,736,1036,1464,1743,1938,2110,2354,2523,5,2021-10-26,Regosols (Colluvic),45.034692980403065,6.385176974725541,1647,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
