system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,SCL,date,h_wrb4,latitude,longitude,profile_id,source_db,.geo
20210210T111211_20210210T111446_T30UVU_000000000000000002ce_0,541,324,1370,1852,1620,2561,3486,3660,4804,3875,5,2021-02-10,Eutric Cambisols,47.99771267853292,-3.2552754710693166,661,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210210T111211_20210210T111446_T30UVU_00000000000000000295_0,648,457,3044,3250,3164,3923,5259,5519,5887,5610,5,2021-02-10,Luvic Stagnosols,48.130772898429456,-3.4849213472514333,602,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210210T111211_20210210T111446_T30UVU_00000000000000000297_0,937,605,1910,2122,1986,2944,3725,3802,4064,4095,5,2021-02-10,Regosols (Colluvic),48.15128182052508,-3.056103592326877,604,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210210T111211_20210210T111446_T30UXV_00000000000000000141_0,2468,2086,246,379,478,916,1369,1569,1836,1777,5,2021-02-10,Eutric Cambisols,49.229841894620726,-1.190407555685853,222,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210210T111211_20210210T111446_T30UYA_00000000000000000105_0,2659,2197,1094,1664,1938,2038,2385,2530,3310,2837,5,2021-02-10,Luvic Cambisols,49.548657533339856,0.11370765473167845,150,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210210T111211_20210210T111446_T30UYV_00000000000000000105_0,2579,2158,1178,1626,1852,1960,2305,2444,3128,2716,5,2021-02-10,Luvic Cambisols,49.548657533339856,0.11370765473167845,150,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210210T111211_20210210T111446_T31UCQ_00000000000000000106_0,1519,1022,989,1330,1254,2265,3783,4185,4360,4440,5,2021-02-10,Luvic Cambisols,49.55252120968689,0.3345055028723027,151,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210210T111211_20210210T111446_T31UCR_00000000000000000106_0,1534,1023,730,1196,1152,2350,4072,4515,4644,4793,5,2021-02-10,Luvic Cambisols,49.55252120968689,0.3345055028723027,151,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
