system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,SCL,date,h_wrb4,latitude,longitude,profile_id,source_db,.geo
20200929T103739_20200929T103918_T31TCJ_0000000000000000080b_0,2690,2207,1007,1242,1378,1638,1756,1918,2010,2061,5,2020-09-29,Calcaric Cambisols,43.524309926758626,1.7313633815716516,2108,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929T103739_20200929T103918_T31TCJ_00000000000000000832_0,3408,2576,1110,1294,1496,1713,1895,2034,2122,2176,5,2020-09-29,Calcaric Cambisols,43.379238151330306,1.5357705717025496,2152,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929T103739_20200929T103918_T31TDH_0000000000000000085b_0,2317,1785,502,764,805,1528,2235,2538,2418,2659,5,2020-09-29,Calcaric Cambisols,43.23566998923507,3.1108089650892605,2199,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929T103739_20200929T103918_T31TDH_00000000000000000871_0,2258,1485,498,626,749,982,1329,1531,1672,1733,5,2020-09-29,Calcaric Cambisols,43.09469607384413,2.3243282873192377,2230,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929T103739_20200929T103918_T31TDH_00000000000000000873_0,2804,1858,589,816,965,1267,1829,2009,2338,2301,5,2020-09-29,Calcaric Cambisols,43.094026894148875,2.7166120760122463,2232,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929T103739_20200929T103918_T31TDH_0000000000000000089e_0,2343,1828,654,931,977,1510,2056,2333,2542,2413,5,2020-09-29,Calcaric Cambisols,42.6620252526446,2.9084752236407057,2304,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929T103739_20200929T103918_T31TDH_000000000000000008ab_0,1623,1408,659,924,1274,1227,1797,2021,2436,1837,5,2020-09-29,Regosols (Colluvic),42.5171379429873,3.1012569688336855,2319,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929T103739_20200929T103918_T31TDH_00000000000000000855_0,3034,2367,901,1206,1482,1745,1946,2100,2256,2260,5,2020-09-29,Rendzic Leptosols,43.237681525941696,1.9310260055678181,2193,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929T103739_20200929T103918_T31TDH_00000000000000000875_0,2675,2650,1192,1616,1874,2034,2048,2104,2114,2060,5,2020-09-29,Stagnic Gleysols,43.091924316673435,3.108878696679787,2234,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929T103739_20200929T103918_T31TEK_000000000000000006c8_0,2666,1854,601,861,1092,1345,1663,1811,1903,1939,5,2020-09-29,Eutric Cambisols,44.665228431993945,3.937183399035445,1761,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929T103739_20200929T103918_T31TEK_00000000000000000678_0,2497,1694,1412,1856,2352,2022,2680,2925,3288,3088,5,2020-09-29,Luvic Stagnosols,44.9581322392053,3.5401170376830255,1674,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929T103739_20200929T103918_T31TFJ_00000000000000000746_0,2469,1904,749,1150,1316,1640,2144,2303,2340,2426,5,2020-09-29,Calcaric Cambisols,44.19870862994588,5.524554734109808,1896,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929T103739_20200929T103918_T31TFJ_0000000000000000076e_0,2568,1981,741,956,1011,1459,2044,2326,2354,2521,5,2020-09-29,Eutric Fluvisols,44.075319038047944,4.7189493610902415,1938,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929T103739_20200929T103918_T31TFJ_00000000000000000745_0,1787,1242,505,699,770,1032,1589,1756,1780,1899,5,2020-09-29,Regosols (Colluvic),44.204357473523174,5.324724511573212,1895,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929T103739_20200929T103918_T31TGJ_00000000000000000746_0,2489,1916,753,1168,1334,1664,2166,2325,2364,2448,5,2020-09-29,Calcaric Cambisols,44.19870862994588,5.524554734109808,1896,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
