system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,SCL,date,h_wrb4,latitude,longitude,profile_id,source_db,.geo
20190417T102031_20190417T102431_T31TGJ_00000000000000000821_0,3271,2443,699,1064,1406,1983,2498,2730,2974,2994,5,2019-04-17,Eutric Fluvisols,43.439121567783666,6.6675690269138865,2133,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417T102031_20190417T102431_T32TLP_0000000000000000077b_0,2391,1681,1020,1272,1488,1451,1906,2028,2510,2341,5,2019-04-17,Calcaric Cambisols,43.97860087216579,7.507048128172519,1952,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417T102031_20190417T102431_T32TLP_000000000000000007d1_0,1792,1670,699,777,791,1071,1269,1279,1464,1354,5,2019-04-17,Calcaric Cambisols,43.700785295977404,7.283190414533536,2044,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417T102031_20190417T102431_T32TLP_00000000000000000821_0,3194,2388,711,1072,1392,1908,2502,2711,2924,2995,5,2019-04-17,Eutric Fluvisols,43.439121567783666,6.6675690269138865,2133,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417T102031_20190417T102431_T32TMM_000000000000000008b1_0,3016,2287,1070,1366,1590,1804,2096,2288,2464,2473,5,2019-04-17,Umbric Leptosols,42.18458239847331,8.703525506772506,2334,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417T102031_20190417T102431_T32TNM_000000000000000008bd_0,1279,802,524,552,587,778,1208,1275,1310,1367,5,2019-04-17,Umbric Leptosols,41.719122628621435,9.229844578555065,2352,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417T110629_20190417T111237_T30TXT_000000000000000003fd_0,3402,2911,878,1326,1772,2029,2302,2513,2684,2651,5,2019-04-17,Eutric Cambisols,47.22382482347914,-0.846661047954409,984,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417T110629_20190417T111237_T30TXT_0000000000000000044f_0,3459,2789,1076,1426,1704,1991,2531,2816,3182,3116,5,2019-04-17,Eutric Cambisols,46.93019573775069,-1.0395982629544858,1072,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417T110629_20190417T111237_T30TXT_000000000000000003a1_0,2796,2254,926,1212,1376,1720,2366,2722,2950,3001,5,2019-04-17,Luvic Stagnosols,47.498944685775584,-1.28824436436936,886,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417T110629_20190417T111237_T30TXT_000000000000000003a4_0,2533,1999,665,1042,1154,1666,2207,2447,2342,2517,5,2019-04-17,Luvic Stagnosols,47.51710088226913,-0.6515964560312686,889,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417T110629_20190417T111237_T30UVV_000000000000000001bd_0,1616,1392,854,965,971,1308,1552,1705,1384,1795,5,2019-04-17,Haplic Luvisols,48.68224633717815,-3.982405324202895,364,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417T110629_20190417T111237_T30UWU_00000000000000000299_0,2673,2265,1078,1390,1766,2050,2198,2395,2554,2524,5,2019-04-17,Eutric Cambisols,48.1702229955033,-2.6269642412238245,606,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417T110629_20190417T111237_T30UXU_00000000000000000312_0,3097,2612,817,1214,1614,1936,2201,2430,2584,2595,5,2019-04-17,Eutric Cambisols,47.95381065424751,-0.4619779530939299,731,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
