system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,SCL,date,h_wrb4,latitude,longitude,profile_id,source_db,.geo
20190604T103029_20190604T103616_T31TEJ_0000000000000000008e_0,3155,2489,1196,1542,1904,2105,2545,2757,3074,2955,5,2019-06-04,Calcaric Cambisols,43.82267482299646,4.27074147658991,SIM8588,HWSDv2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190604T103029_20190604T103616_T31TEJ_000000000000000007ee_0,4386,3320,963,1392,1768,2244,2818,3087,3232,3345,5,2019-06-04,Chromic Luvisols,43.651940920186576,4.305007084751487,2075,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190604T103029_20190604T103616_T31TEJ_000000000000000007c3_0,2920,2434,1042,1288,1466,1874,2512,2687,2840,2923,5,2019-06-04,Rendzic Leptosols,43.79571428157454,4.309977101992488,2029,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190604T103029_20190604T103616_T31TFJ_0000000000000000008e_0,3158,2491,1210,1556,1914,2111,2550,2757,3081,2959,5,2019-06-04,Calcaric Cambisols,43.82267482299646,4.27074147658991,SIM8588,HWSDv2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190604T103029_20190604T103616_T31TFJ_00000000000000000746_0,3033,2431,996,1490,1772,1957,2640,2896,2987,3052,5,2019-06-04,Calcaric Cambisols,44.19870862994588,5.524554734109808,1896,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190604T103029_20190604T103616_T31TFJ_00000000000000000770_0,4733,3995,1628,2206,2624,3311,3948,4180,4180,4376,5,2019-06-04,Calcaric Cambisols,44.06587227044803,5.117781325738767,1940,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190604T103029_20190604T103616_T31TFJ_000000000000000007c6_0,3634,2624,930,1410,1626,2394,3421,3792,3972,4064,5,2019-06-04,Calcaric Cambisols,43.783254342179475,4.905346990334603,2032,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190604T103029_20190604T103616_T31TFJ_000000000000000007f3_0,2559,2215,1260,1404,1560,1788,2016,2181,2092,2315,5,2019-06-04,Calcaric Cambisols,43.623827958036856,5.49245737035106,2081,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190604T103029_20190604T103616_T31TFJ_000000000000000008e5_0,2559,2215,1260,1404,1560,1788,2016,2181,2092,2315,5,2019-06-04,Calcaric Cambisols,43.623827958036856,5.49245737035106,12081,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190604T103029_20190604T103616_T31TFJ_000000000000000007f1_0,2503,1802,700,944,885,1519,2208,2356,2850,2656,5,2019-06-04,Chromic Cambisols,43.6395133952316,4.898879072072512,2078,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
