system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,SCL,date,h_wrb4,latitude,longitude,profile_id,source_db,.geo
20190914T110649_20190914T110919_T30TVT_00000000000000000302_0,4769,4020,2060,2500,2910,3303,3303,3481,3632,3720,5,2019-09-14,Eutric Cambisols,47.82183501774065,-3.8794472258604973,715,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190914T110649_20190914T110919_T30TWT_0000000000000000036c_0,3454,3031,906,1180,1512,1983,2096,2283,2354,2585,5,2019-09-14,Luvic Stagnosols,47.595798533394834,-2.573271182478535,828,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190914T110649_20190914T110919_T30UVU_00000000000000000223_0,2971,2467,794,1048,1404,1632,1870,2044,2058,2202,5,2019-09-14,Eutric Cambisols,48.38381799637597,-4.162971866935188,482,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190914T110649_20190914T110919_T30UVU_00000000000000000228_0,2974,2573,424,504,648,1304,1615,1831,1190,2151,5,2019-09-14,Eutric Cambisols,48.43831470267492,-3.0857422087918542,487,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190914T110649_20190914T110919_T30UVU_0000000000000000025c_0,3667,3152,547,760,1088,1319,1450,1654,1783,1908,5,2019-09-14,Eutric Cambisols,48.26337136374292,-3.715730678746773,542,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190914T110649_20190914T110919_T30UVU_0000000000000000025e_0,3688,3360,891,1254,1726,1990,2166,2318,2451,2575,5,2019-09-14,Eutric Cambisols,48.284720246145,-3.2859169327997373,544,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190914T110649_20190914T110919_T30UVU_0000000000000000025f_0,3704,3232,939,1286,1686,2057,2182,2359,2546,2604,5,2019-09-14,Eutric Cambisols,48.29480547518003,-3.0708823342146965,545,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190914T110649_20190914T110919_T30UVU_00000000000000000302_0,4791,4034,2068,2512,2922,3335,3330,3506,3640,3744,5,2019-09-14,Eutric Cambisols,47.82183501774065,-3.8794472258604973,715,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190914T110649_20190914T110919_T30UVU_000000000000000001bd_0,1641,1266,865,883,856,1118,1636,1861,1302,1879,5,2019-09-14,Haplic Luvisols,48.68224633717815,-3.982405324202895,364,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190914T110649_20190914T110919_T30UVU_00000000000000000297_0,3727,3537,857,1262,1808,2066,2218,2386,2536,2553,5,2019-09-14,Regosols (Colluvic),48.15128182052508,-3.056103592326877,604,RMQS1,"{""type"":""MultiPoint"",""coordinates"":[]}"
